subjID,eff_e,eff_s,equ_e,equ_s,decision,decision_raw
108,54,57,4,6.67,0,1
108,48,49,8.67,10.22,1,2
108,46,49,5.78,10.22,0,1
108,57,57,3.33,6.67,0,1
108,54,57,4.67,6.67,1,2
108,56,57,5.11,6.67,1,2
108,52,53,6.89,8.44,1,2
108,53,53,6.44,8.44,1,2
108,50,53,4.89,8.44,0,1
108,56,57,3.56,6.67,0,1
108,53,53,4.22,8.44,0,1
108,49,49,5.11,10.22,0,1
108,50,53,6.44,8.44,1,2
108,49,49,8.22,10.22,1,2
108,57,57,4.67,6.67,0,1
108,46,49,8.22,10.22,1,2
108,52,53,4.44,8.44,0,1
108,48,49,5.33,10.22,0,1
109,54,57,4,6.67,1,2
109,48,49,8.67,10.22,0,1
109,46,49,5.78,10.22,0,1
109,57,57,3.33,6.67,0,1
109,54,57,4.67,6.67,0,1
109,56,57,5.11,6.67,0,1
109,52,53,6.89,8.44,1,2
109,53,53,6.44,8.44,0,1
109,50,53,4.89,8.44,1,2
109,56,57,3.56,6.67,0,1
109,53,53,4.22,8.44,0,1
109,49,49,5.11,10.22,0,1
109,50,53,6.44,8.44,0,1
109,49,49,8.22,10.22,0,1
109,57,57,4.67,6.67,0,1
109,46,49,8.22,10.22,0,1
109,52,53,4.44,8.44,1,2
109,48,49,5.33,10.22,0,1
110,54,57,4,6.67,0,1
110,48,49,8.67,10.22,1,2
110,46,49,5.78,10.22,0,1
110,57,57,3.33,6.67,0,1
110,54,57,4.67,6.67,0,1
110,56,57,5.11,6.67,0,1
110,52,53,6.89,8.44,0,1
110,53,53,6.44,8.44,0,1
110,50,53,4.89,8.44,0,1
110,56,57,3.56,6.67,0,1
110,53,53,4.22,8.44,1,2
110,49,49,5.11,10.22,1,2
110,50,53,6.44,8.44,0,1
110,49,49,8.22,10.22,1,2
110,57,57,4.67,6.67,0,1
110,46,49,8.22,10.22,0,1
110,52,53,4.44,8.44,0,1
110,48,49,5.33,10.22,0,1
111,54,57,4,6.67,0,1
111,48,49,8.67,10.22,1,2
111,46,49,5.78,10.22,0,1
111,57,57,3.33,6.67,1,2
111,54,57,4.67,6.67,0,1
111,56,57,5.11,6.67,0,1
111,52,53,6.89,8.44,0,1
111,53,53,6.44,8.44,0,1
111,50,53,4.89,8.44,0,1
111,56,57,3.56,6.67,0,1
111,53,53,4.22,8.44,0,1
111,49,49,5.11,10.22,0,1
111,50,53,6.44,8.44,0,1
111,49,49,8.22,10.22,0,1
111,57,57,4.67,6.67,0,1
111,46,49,8.22,10.22,1,2
111,52,53,4.44,8.44,0,1
111,48,49,5.33,10.22,0,1
112,54,57,4,6.67,0,1
112,48,49,8.67,10.22,0,1
112,46,49,5.78,10.22,1,2
112,57,57,3.33,6.67,0,1
112,54,57,4.67,6.67,0,1
112,56,57,5.11,6.67,0,1
112,52,53,6.89,8.44,0,1
112,53,53,6.44,8.44,0,1
112,50,53,4.89,8.44,0,1
112,56,57,3.56,6.67,0,1
112,53,53,4.22,8.44,0,1
112,49,49,5.11,10.22,0,1
112,50,53,6.44,8.44,0,1
112,49,49,8.22,10.22,0,1
112,57,57,4.67,6.67,0,1
112,46,49,8.22,10.22,0,1
112,52,53,4.44,8.44,0,1
112,48,49,5.33,10.22,0,1
113,46,49,5.78,10.22,0,1
113,52,53,6.89,8.44,0,1
113,54,57,4.67,6.67,0,1
113,52,53,4.44,8.44,0,1
113,50,53,4.89,8.44,0,1
113,48,49,5.33,10.22,0,1
113,50,53,6.44,8.44,0,1
113,57,57,3.33,6.67,0,1
113,46,49,8.22,10.22,0,1
113,49,49,5.11,10.22,0,1
113,57,57,4.67,6.67,1,2
113,54,57,4,6.67,0,1
113,53,53,6.44,8.44,0,1
113,56,57,5.11,6.67,1,2
113,48,49,8.67,10.22,1,2
113,56,57,3.56,6.67,0,1
113,53,53,4.22,8.44,0,1
113,49,49,8.22,10.22,0,1
114,54,57,4,6.67,1,2
114,48,49,8.67,10.22,1,2
114,46,49,5.78,10.22,0,1
114,57,57,3.33,6.67,1,2
114,54,57,4.67,6.67,1,2
114,56,57,5.11,6.67,1,2
114,52,53,6.89,8.44,1,2
114,53,53,6.44,8.44,1,2
114,50,53,4.89,8.44,0,1
114,56,57,3.56,6.67,1,2
114,53,53,4.22,8.44,1,2
114,49,49,5.11,10.22,1,2
114,50,53,6.44,8.44,0,1
114,49,49,8.22,10.22,1,2
114,57,57,4.67,6.67,1,2
114,46,49,8.22,10.22,1,2
114,52,53,4.44,8.44,0,1
114,48,49,5.33,10.22,1,2
115,54,57,4,6.67,0,1
115,48,49,8.67,10.22,0,1
115,46,49,5.78,10.22,1,2
115,57,57,3.33,6.67,0,1
115,54,57,4.67,6.67,0,1
115,56,57,5.11,6.67,0,1
115,52,53,6.89,8.44,0,1
115,53,53,6.44,8.44,0,1
115,50,53,4.89,8.44,0,1
115,56,57,3.56,6.67,0,1
115,53,53,4.22,8.44,0,1
115,49,49,5.11,10.22,0,1
115,50,53,6.44,8.44,0,1
115,49,49,8.22,10.22,0,1
115,57,57,4.67,6.67,1,2
115,46,49,8.22,10.22,1,2
115,52,53,4.44,8.44,1,2
115,48,49,5.33,10.22,0,1
116,53,53,4.22,8.44,0,1
116,54,57,4.67,6.67,0,1
116,49,49,5.11,10.22,0,1
116,57,57,4.67,6.67,0,1
116,48,49,5.33,10.22,0,1
116,54,57,4,6.67,0,1
116,48,49,8.67,10.22,0,1
116,52,53,4.44,8.44,0,1
116,52,53,6.89,8.44,1,2
116,56,57,5.11,6.67,0,1
116,49,49,8.22,10.22,1,2
116,46,49,8.22,10.22,0,1
116,57,57,3.33,6.67,0,1
116,50,53,4.89,8.44,0,1
116,56,57,3.56,6.67,0,1
116,53,53,6.44,8.44,1,2
116,50,53,6.44,8.44,0,1
116,46,49,5.78,10.22,0,1
117,46,49,8.22,10.22,1,2
117,53,53,6.44,8.44,1,2
117,46,49,5.78,10.22,0,1
117,56,57,3.56,6.67,0,1
117,53,53,4.22,8.44,0,1
117,49,49,8.22,10.22,1,2
117,50,53,6.44,8.44,1,2
117,48,49,8.67,10.22,1,2
117,57,57,3.33,6.67,0,1
117,56,57,5.11,6.67,1,2
117,52,53,6.89,8.44,1,2
117,50,53,4.89,8.44,0,1
117,54,57,4,6.67,0,1
117,52,53,4.44,8.44,0,1
117,48,49,5.33,10.22,0,1
117,57,57,4.67,6.67,0,1
117,49,49,5.11,10.22,0,1
117,54,57,4.67,6.67,0,1
118,54,57,4,6.67,0,1
118,48,49,8.67,10.22,0,1
118,46,49,5.78,10.22,1,2
118,57,57,3.33,6.67,0,1
118,54,57,4.67,6.67,1,2
118,56,57,5.11,6.67,0,1
118,52,53,6.89,8.44,0,1
118,53,53,6.44,8.44,0,1
118,50,53,4.89,8.44,0,1
118,56,57,3.56,6.67,1,2
118,53,53,4.22,8.44,0,1
118,49,49,5.11,10.22,0,1
118,50,53,6.44,8.44,0,1
118,49,49,8.22,10.22,0,1
118,57,57,4.67,6.67,1,2
118,46,49,8.22,10.22,0,1
118,52,53,4.44,8.44,0,1
118,48,49,5.33,10.22,0,1
119,54,57,4,6.67,0,1
119,48,49,8.67,10.22,1,2
119,46,49,5.78,10.22,1,2
119,57,57,3.33,6.67,0,1
119,54,57,4.67,6.67,0,1
119,56,57,5.11,6.67,0,1
119,52,53,6.89,8.44,0,1
119,53,53,6.44,8.44,0,1
119,50,53,4.89,8.44,1,2
119,56,57,3.56,6.67,0,1
119,53,53,4.22,8.44,0,1
119,49,49,5.11,10.22,0,1
119,50,53,6.44,8.44,0,1
119,49,49,8.22,10.22,1,2
119,57,57,4.67,6.67,0,1
119,46,49,8.22,10.22,0,1
119,52,53,4.44,8.44,0,1
119,48,49,5.33,10.22,0,1
120,53,53,4.22,8.44,0,1
120,54,57,4.67,6.67,1,2
120,49,49,5.11,10.22,0,1
120,57,57,4.67,6.67,0,1
120,48,49,5.33,10.22,1,2
120,54,57,4,6.67,1,2
120,48,49,8.67,10.22,1,2
120,52,53,4.44,8.44,0,1
120,52,53,6.89,8.44,1,2
120,56,57,5.11,6.67,1,2
120,49,49,8.22,10.22,0,1
120,46,49,8.22,10.22,1,2
120,57,57,3.33,6.67,0,1
120,50,53,4.89,8.44,1,2
120,56,57,3.56,6.67,0,1
120,53,53,6.44,8.44,0,1
120,50,53,6.44,8.44,1,2
120,46,49,5.78,10.22,1,2
121,54,57,4,6.67,0,1
121,48,49,8.67,10.22,1,2
121,46,49,5.78,10.22,0,1
121,57,57,3.33,6.67,0,1
121,54,57,4.67,6.67,1,2
121,56,57,5.11,6.67,1,2
121,52,53,6.89,8.44,1,2
121,53,53,6.44,8.44,0,1
121,50,53,4.89,8.44,0,1
121,56,57,3.56,6.67,0,1
121,53,53,4.22,8.44,0,1
121,49,49,5.11,10.22,0,1
121,50,53,6.44,8.44,1,2
121,49,49,8.22,10.22,1,2
121,57,57,4.67,6.67,0,1
121,46,49,8.22,10.22,1,2
121,52,53,4.44,8.44,0,1
121,48,49,5.33,10.22,0,1
122,53,53,4.22,8.44,0,1
122,54,57,4.67,6.67,1,2
122,49,49,5.11,10.22,0,1
122,57,57,4.67,6.67,0,1
122,48,49,5.33,10.22,0,1
122,54,57,4,6.67,1,2
122,48,49,8.67,10.22,0,1
122,52,53,4.44,8.44,0,1
122,52,53,6.89,8.44,1,2
122,56,57,5.11,6.67,0,1
122,49,49,8.22,10.22,1,2
122,46,49,8.22,10.22,1,2
122,57,57,3.33,6.67,1,2
122,50,53,4.89,8.44,1,2
122,56,57,3.56,6.67,0,1
122,53,53,6.44,8.44,1,2
122,50,53,6.44,8.44,1,2
122,46,49,5.78,10.22,1,2
123,53,53,4.22,8.44,0,1
123,54,57,4.67,6.67,1,2
123,49,49,5.11,10.22,0,1
123,57,57,4.67,6.67,0,1
123,48,49,5.33,10.22,0,1
123,54,57,4,6.67,0,1
123,48,49,8.67,10.22,1,2
123,52,53,4.44,8.44,0,1
123,52,53,6.89,8.44,0,1
123,56,57,5.11,6.67,0,1
123,49,49,8.22,10.22,0,1
123,46,49,8.22,10.22,0,1
123,57,57,3.33,6.67,0,1
123,50,53,4.89,8.44,0,1
123,56,57,3.56,6.67,0,1
123,53,53,6.44,8.44,0,1
123,50,53,6.44,8.44,0,1
123,46,49,5.78,10.22,0,1
124,53,53,4.22,8.44,0,1
124,54,57,4.67,6.67,0,1
124,49,49,5.11,10.22,0,1
124,57,57,4.67,6.67,0,1
124,48,49,5.33,10.22,0,1
124,54,57,4,6.67,0,1
124,48,49,8.67,10.22,0,1
124,52,53,4.44,8.44,0,1
124,52,53,6.89,8.44,0,1
124,56,57,5.11,6.67,0,1
124,49,49,8.22,10.22,0,1
124,46,49,8.22,10.22,0,1
124,57,57,3.33,6.67,0,1
124,50,53,4.89,8.44,0,1
124,56,57,3.56,6.67,0,1
124,53,53,6.44,8.44,0,1
124,50,53,6.44,8.44,0,1
124,46,49,5.78,10.22,0,1
125,54,57,4,6.67,0,1
125,48,49,8.67,10.22,1,2
125,46,49,5.78,10.22,0,1
125,57,57,3.33,6.67,0,1
125,54,57,4.67,6.67,0,1
125,56,57,5.11,6.67,1,2
125,52,53,6.89,8.44,0,1
125,53,53,6.44,8.44,1,2
125,50,53,4.89,8.44,0,1
125,56,57,3.56,6.67,0,1
125,53,53,4.22,8.44,0,1
125,49,49,5.11,10.22,0,1
125,50,53,6.44,8.44,0,1
125,49,49,8.22,10.22,0,1
125,57,57,4.67,6.67,0,1
125,46,49,8.22,10.22,1,2
125,52,53,4.44,8.44,0,1
125,48,49,5.33,10.22,0,1
126,50,53,6.44,8.44,1,2
126,52,53,4.44,8.44,0,1
126,57,57,3.33,6.67,0,1
126,54,57,4.67,6.67,1,2
126,57,57,4.67,6.67,0,1
126,53,53,6.44,8.44,0,1
126,46,49,8.22,10.22,0,1
126,52,53,6.89,8.44,1,2
126,56,57,5.11,6.67,0,1
126,48,49,5.33,10.22,0,1
126,50,53,4.89,8.44,0,1
126,48,49,8.67,10.22,0,1
126,46,49,5.78,10.22,0,1
126,54,57,4,6.67,0,1
126,53,53,4.22,8.44,0,1
126,49,49,5.11,10.22,0,1
126,56,57,3.56,6.67,0,1
126,49,49,8.22,10.22,0,1
127,46,49,5.78,10.22,0,1
127,52,53,6.89,8.44,0,1
127,54,57,4.67,6.67,1,2
127,52,53,4.44,8.44,0,1
127,50,53,4.89,8.44,1,2
127,48,49,5.33,10.22,0,1
127,50,53,6.44,8.44,1,2
127,57,57,3.33,6.67,0,1
127,46,49,8.22,10.22,1,2
127,49,49,5.11,10.22,0,1
127,57,57,4.67,6.67,1,2
127,54,57,4,6.67,0,1
127,53,53,6.44,8.44,1,2
127,56,57,5.11,6.67,1,2
127,48,49,8.67,10.22,1,2
127,56,57,3.56,6.67,0,1
127,53,53,4.22,8.44,0,1
127,49,49,8.22,10.22,1,2
128,53,53,4.22,8.44,0,1
128,56,57,3.56,6.67,0,1
128,49,49,8.22,10.22,1,2
128,49,49,5.11,10.22,0,1
128,50,53,4.89,8.44,0,1
128,46,49,5.78,10.22,0,1
128,56,57,5.11,6.67,1,2
128,48,49,8.67,10.22,1,2
128,48,49,5.33,10.22,0,1
128,52,53,6.89,8.44,0,1
128,57,57,3.33,6.67,0,1
128,50,53,6.44,8.44,1,2
128,57,57,4.67,6.67,1,2
128,54,57,4.67,6.67,1,2
128,52,53,4.44,8.44,0,1
128,53,53,6.44,8.44,1,2
128,46,49,8.22,10.22,1,2
128,54,57,4,6.67,0,1
159,54,57,4,6.67,0,1
159,48,49,8.67,10.22,1,2
159,46,49,5.78,10.22,0,1
159,57,57,3.33,6.67,0,1
159,54,57,4.67,6.67,1,2
159,56,57,5.11,6.67,0,1
159,52,53,6.89,8.44,1,2
159,53,53,6.44,8.44,0,1
159,50,53,4.89,8.44,0,1
159,56,57,3.56,6.67,1,2
159,53,53,4.22,8.44,0,1
159,49,49,5.11,10.22,0,1
159,50,53,6.44,8.44,0,1
159,49,49,8.22,10.22,1,2
159,57,57,4.67,6.67,0,1
159,46,49,8.22,10.22,1,2
159,52,53,4.44,8.44,0,1
159,48,49,5.33,10.22,1,2
130,54,57,4,6.67,0,1
130,48,49,8.67,10.22,1,2
130,46,49,5.78,10.22,0,1
130,57,57,3.33,6.67,1,2
130,54,57,4.67,6.67,1,2
130,56,57,5.11,6.67,1,2
130,52,53,6.89,8.44,1,2
130,53,53,6.44,8.44,0,1
130,50,53,4.89,8.44,0,1
130,56,57,3.56,6.67,0,1
130,53,53,4.22,8.44,0,1
130,49,49,5.11,10.22,0,1
130,50,53,6.44,8.44,1,2
130,49,49,8.22,10.22,1,2
130,57,57,4.67,6.67,0,1
130,46,49,8.22,10.22,0,1
130,52,53,4.44,8.44,0,1
130,48,49,5.33,10.22,0,1
131,50,53,6.44,8.44,0,1
131,52,53,4.44,8.44,0,1
131,57,57,3.33,6.67,1,2
131,54,57,4.67,6.67,1,2
131,57,57,4.67,6.67,0,1
131,53,53,6.44,8.44,0,1
131,46,49,8.22,10.22,0,1
131,52,53,6.89,8.44,0,1
131,56,57,5.11,6.67,0,1
131,48,49,5.33,10.22,0,1
131,50,53,4.89,8.44,0,1
131,48,49,8.67,10.22,0,1
131,46,49,5.78,10.22,0,1
131,54,57,4,6.67,1,2
131,53,53,4.22,8.44,0,1
131,49,49,5.11,10.22,0,1
131,56,57,3.56,6.67,1,2
131,49,49,8.22,10.22,0,1
132,54,57,4,6.67,0,1
132,48,49,8.67,10.22,0,1
132,46,49,5.78,10.22,1,2
132,57,57,3.33,6.67,0,1
132,54,57,4.67,6.67,0,1
132,56,57,5.11,6.67,0,1
132,52,53,6.89,8.44,1,2
132,53,53,6.44,8.44,1,2
132,50,53,4.89,8.44,1,2
132,56,57,3.56,6.67,0,1
132,53,53,4.22,8.44,0,1
132,49,49,5.11,10.22,0,1
132,50,53,6.44,8.44,0,1
132,49,49,8.22,10.22,0,1
132,57,57,4.67,6.67,0,1
132,46,49,8.22,10.22,1,2
132,52,53,4.44,8.44,0,1
132,48,49,5.33,10.22,0,1
133,54,57,4,6.67,0,1
133,48,49,8.67,10.22,1,2
133,46,49,5.78,10.22,1,2
133,57,57,3.33,6.67,0,1
133,54,57,4.67,6.67,1,2
133,56,57,5.11,6.67,1,2
133,52,53,6.89,8.44,1,2
133,53,53,6.44,8.44,0,1
133,50,53,4.89,8.44,1,2
133,56,57,3.56,6.67,1,2
133,53,53,4.22,8.44,0,1
133,49,49,5.11,10.22,0,1
133,50,53,6.44,8.44,1,2
133,49,49,8.22,10.22,0,1
133,57,57,4.67,6.67,0,1
133,46,49,8.22,10.22,1,2
133,52,53,4.44,8.44,1,2
133,48,49,5.33,10.22,1,2
134,54,57,4,6.67,0,1
134,48,49,8.67,10.22,1,2
134,46,49,5.78,10.22,0,1
134,57,57,3.33,6.67,0,1
134,54,57,4.67,6.67,0,1
134,56,57,5.11,6.67,0,1
134,52,53,6.89,8.44,0,1
134,53,53,6.44,8.44,0,1
134,50,53,4.89,8.44,0,1
134,56,57,3.56,6.67,0,1
134,53,53,4.22,8.44,0,1
134,49,49,5.11,10.22,0,1
134,50,53,6.44,8.44,0,1
134,49,49,8.22,10.22,1,2
134,57,57,4.67,6.67,0,1
134,46,49,8.22,10.22,1,2
134,52,53,4.44,8.44,0,1
134,48,49,5.33,10.22,0,1
135,54,57,4,6.67,0,1
135,48,49,8.67,10.22,0,1
135,46,49,5.78,10.22,0,1
135,57,57,3.33,6.67,0,1
135,54,57,4.67,6.67,1,2
135,56,57,5.11,6.67,0,1
135,52,53,6.89,8.44,0,1
135,53,53,6.44,8.44,0,1
135,50,53,4.89,8.44,0,1
135,56,57,3.56,6.67,0,1
135,53,53,4.22,8.44,0,1
135,49,49,5.11,10.22,0,1
135,50,53,6.44,8.44,1,2
135,49,49,8.22,10.22,0,1
135,57,57,4.67,6.67,0,1
135,46,49,8.22,10.22,1,2
135,52,53,4.44,8.44,0,1
135,48,49,5.33,10.22,0,1
136,54,57,4,6.67,0,1
136,48,49,8.67,10.22,0,1
136,46,49,5.78,10.22,0,1
136,57,57,3.33,6.67,0,1
136,54,57,4.67,6.67,0,1
136,56,57,5.11,6.67,0,1
136,52,53,6.89,8.44,0,1
136,53,53,6.44,8.44,0,1
136,50,53,4.89,8.44,0,1
136,56,57,3.56,6.67,0,1
136,53,53,4.22,8.44,0,1
136,49,49,5.11,10.22,0,1
136,50,53,6.44,8.44,1,2
136,49,49,8.22,10.22,0,1
136,57,57,4.67,6.67,0,1
136,46,49,8.22,10.22,0,1
136,52,53,4.44,8.44,0,1
136,48,49,5.33,10.22,0,1
158,46,49,8.22,10.22,0,1
158,53,53,6.44,8.44,0,1
158,46,49,5.78,10.22,0,1
158,56,57,3.56,6.67,0,1
158,53,53,4.22,8.44,0,1
158,49,49,8.22,10.22,0,1
158,50,53,6.44,8.44,1,2
158,48,49,8.67,10.22,1,2
158,57,57,3.33,6.67,0,1
158,56,57,5.11,6.67,0,1
158,52,53,6.89,8.44,0,1
158,50,53,4.89,8.44,0,1
158,54,57,4,6.67,0,1
158,52,53,4.44,8.44,0,1
158,48,49,5.33,10.22,0,1
158,57,57,4.67,6.67,1,2
158,49,49,5.11,10.22,1,2
158,54,57,4.67,6.67,0,1
138,54,57,4,6.67,0,1
138,48,49,8.67,10.22,1,2
138,46,49,5.78,10.22,0,1
138,57,57,3.33,6.67,0,1
138,54,57,4.67,6.67,0,1
138,56,57,5.11,6.67,0,1
138,52,53,6.89,8.44,0,1
138,53,53,6.44,8.44,0,1
138,50,53,4.89,8.44,0,1
138,56,57,3.56,6.67,0,1
138,53,53,4.22,8.44,0,1
138,49,49,5.11,10.22,0,1
138,50,53,6.44,8.44,0,1
138,49,49,8.22,10.22,0,1
138,57,57,4.67,6.67,0,1
138,46,49,8.22,10.22,0,1
138,52,53,4.44,8.44,0,1
138,48,49,5.33,10.22,0,1
139,54,57,4,6.67,0,1
139,48,49,8.67,10.22,1,2
139,46,49,5.78,10.22,1,2
139,57,57,3.33,6.67,0,1
139,54,57,4.67,6.67,1,2
139,56,57,5.11,6.67,0,1
139,52,53,6.89,8.44,1,2
139,53,53,6.44,8.44,1,2
139,50,53,4.89,8.44,1,2
139,56,57,3.56,6.67,0,1
139,53,53,4.22,8.44,0,1
139,49,49,5.11,10.22,0,1
139,50,53,6.44,8.44,1,2
139,49,49,8.22,10.22,1,2
139,57,57,4.67,6.67,0,1
139,46,49,8.22,10.22,1,2
139,52,53,4.44,8.44,1,2
139,48,49,5.33,10.22,0,1
140,54,57,4,6.67,1,2
140,48,49,8.67,10.22,0,1
140,46,49,5.78,10.22,1,2
140,57,57,3.33,6.67,0,1
140,54,57,4.67,6.67,0,1
140,56,57,5.11,6.67,1,2
140,52,53,6.89,8.44,1,2
140,53,53,6.44,8.44,1,2
140,50,53,4.89,8.44,0,1
140,56,57,3.56,6.67,0,1
140,53,53,4.22,8.44,0,1
140,49,49,5.11,10.22,0,1
140,50,53,6.44,8.44,1,2
140,49,49,8.22,10.22,0,1
140,57,57,4.67,6.67,1,2
140,46,49,8.22,10.22,0,1
140,52,53,4.44,8.44,0,1
140,48,49,5.33,10.22,0,1
141,54,57,4,6.67,1,2
141,48,49,8.67,10.22,1,2
141,46,49,5.78,10.22,1,2
141,57,57,3.33,6.67,0,1
